東洋経済コード,負債比率,年版
1301,338.56,2017
1332,380.23,2017
1333,602.77,2017
1375,0,2017
1376,160.05,2017
1377,12.68,2017
1379,49.77,2017
1380,184.97,2017
1381,33.73,2017
1382,28.93,2017
1383,166.3,2017
1384,53.78,2017
1514,62.04,2017
1515,72.56,2017
1605,42.27,2017
1662,23.1,2017
1663,1.36,2017
1401,75.13,2017
1407,134.39,2017
1414,0.04,2017
1417,39.86,2017
1418,146.51,2017
1419,495.42,2017
1420,243.1,2017
1429,89.04,2017
1430,464.38,2017
1431,62.68,2017
1432,0,2017
1433,57.14,2017
1434,183.11,2017
1436,84.52,2017
1438,50.95,2017
1443,0,2017
1444,34.74,2017
1445,0,2017
1446,151.48,2017
1447,0,2017
1449,238.53,2017
144A,0,2017
1450,0,2017
1452,0,2017
1711,673.53,2017
1712,47.92,2017
1716,24.21,2017
1718,106.84,2017
1719,299.84,2017
1720,321.51,2017
1721,98.35,2017
1723,69.14,2017
1724,628.19,2017
1726,95.68,2017
1736,85.55,2017
1738,80.98,2017
1743,61.23,2017
1758,44.53,2017
1762,3.49,2017
1764,268.95,2017
1766,173.45,2017
1768,117,2017
1770,106.24,2017
1771,51.51,2017
1776,211.48,2017
1777,187.97,2017
1780,60.92,2017
1786,74.55,2017
1787,47.2,2017
1788,45.23,2017
1793,59.46,2017
1795,114.15,2017
1798,198.12,2017
1799,24.99,2017
1801,223.68,2017
1802,239.8,2017
1803,256.27,2017
1807,177.52,2017
1808,180.93,2017
1810,142.64,2017
1811,151.98,2017
1812,365.24,2017
1813,106.63,2017
1814,322.03,2017
1815,300.36,2017
1820,124.22,2017
1821,697.38,2017
1822,149.13,2017
1826,100.13,2017
1827,269.42,2017
1828,99,2017
1832,71.59,2017
1833,87.56,2017
1835,87.83,2017
1840,7.43,2017
1841,21.84,2017
1844,69.77,2017
1847,250.49,2017
1848,203.4,2017
1850,370.86,2017
1852,374.41,2017
1853,222.31,2017
1860,212.52,2017
1861,375.15,2017
1866,85.89,2017
1867,128.47,2017
1869,112,2017
1870,138.76,2017
1871,200.92,2017
1873,119.78,2017
1879,115.38,2017
1882,145.24,2017
1884,92.27,2017
1885,179.32,2017
1887,104.96,2017
1888,182.62,2017
1890,228.14,2017
1892,379.32,2017
1893,378.58,2017
1897,14.82,2017
1898,161.96,2017
1899,126.33,2017
1904,106.99,2017
1905,62.44,2017
1911,167.9,2017
1914,24.41,2017
1921,115.71,2017
1925,126.64,2017
1926,64.78,2017
1928,89.53,2017
1929,101.5,2017
1930,62.32,2017
1934,85.14,2017
1938,76.75,2017
1939,68.45,2017
1941,19.67,2017
1942,105.34,2017
1944,39.02,2017
1945,59.89,2017
1946,121.56,2017
1948,100.77,2017
1949,93.22,2017
1950,69.67,2017
1951,92.88,2017
1952,147.7,2017
1959,136.23,2017
1960,33.62,2017
1961,102.39,2017
1963,54.48,2017
1964,101.16,2017
1965,67.92,2017
1966,169.66,2017
1967,56.59,2017
1968,42.74,2017
1969,115.04,2017
1972,106.03,2017
1975,172.74,2017
1976,34.02,2017
1979,64.91,2017
1980,124.4,2017
1981,75.23,2017
1982,75.58,2017
1992,94.68,2017
1994,62.4,2017
1997,126.99,2017
1999,145.38,2017
3267,66.96,2017
5070,0,2017
5071,0,2017
5072,0,2017
5074,0,2017
5075,0,2017
5077,0,2017
5078,0,2017
5079,0,2017
6330,587.68,2017
6366,140.04,2017
6379,92.77,2017
2001,68.65,2017
2002,11.13,2017
2003,50.11,2017
2004,112.01,2017
2009,26.59,2017
2053,77.3,2017
2055,63.69,2017
2058,90.36,2017
2060,174.69,2017
2108,49.76,2017
2109,44.26,2017
2112,240.99,2017
2114,25.52,2017
2117,16.44,2017
2201,108.49,2017
2204,70.03,2017
2206,47.19,2017
2207,27.35,2017
2208,71.38,2017
2209,60.84,2017
2211,89.5,2017
2212,91.23,2017
2215,112.69,2017
2216,85.15,2017
2217,64.7,2017
2218,202.31,2017
2220,61.87,2017
2221,37.9,2017
2222,70.75,2017
2224,363.8,2017
2226,13.61,2017
2229,29.85,2017
2264,264.5,2017
2266,58.58,2017
2267,88.31,2017
2268,91.53,2017
2269,52.55,2017
2270,183.48,2017
2281,129.39,2017
2282,152.77,2017
2286,423.64,2017
2288,53.88,2017
2291,174.55,2017
2292,82.32,2017
2293,292.19,2017
2294,37.45,2017
2296,0,2017
2501,152.1,2017
2502,110.03,2017
2503,111.07,2017
2531,51.51,2017
2533,91.84,2017
2540,14.64,2017
2551,352.26,2017
2573,27.87,2017
2579,46.31,2017
2585,0,2017
2586,438.29,2017
2587,87.28,2017
2588,204.02,2017
2590,94.69,2017
2593,109.19,2017
2594,29.67,2017
2597,95.98,2017
2602,82.57,2017
2607,43.83,2017
2612,24.82,2017
2613,95.91,2017
2801,156.09,2017
2802,146.33,2017
2804,23.51,2017
2805,159.61,2017
2806,17.13,2017
2809,59.47,2017
2810,24.52,2017
2811,112.45,2017
2813,54.57,2017
2814,13.89,2017
2815,13.32,2017
2816,81.81,2017
2818,121.3,2017
2819,62.29,2017
2820,143.48,2017
2830,52.73,2017
2831,102.17,2017
2871,99.82,2017
2872,84.86,2017
2875,58.94,2017
2876,131.46,2017
2877,239.24,2017
2882,153.91,2017
2883,48.44,2017
2884,70.48,2017
2892,145.55,2017
2894,97.35,2017
2897,58.82,2017
2901,126.26,2017
2902,22.99,2017
2903,89.78,2017
2904,173.92,2017
2907,84.35,2017
2908,22.27,2017
2910,24,2017
2911,38.12,2017
2914,71.38,2017
2915,109.58,2017
2916,86.93,2017
2917,25.28,2017
2918,84,2017
2919,28.18,2017
2922,73.9,2017
2923,147.77,2017
2924,121.76,2017
2926,31.46,2017
2927,97.15,2017
2929,27.96,2017
2931,9.57,2017
2932,0,2017
2933,0,2017
2934,0,2017
2936,0,2017
2937,0,2017
2938,0,2017
3069,413.37,2017
409A,28.01,2017
4404,116.79,2017
4526,27.59,2017
3001,219.82,2017
3002,34.78,2017
3101,155.15,2017
3103,418.54,2017
3104,53.03,2017
3106,72.8,2017
3109,169.57,2017
3111,254.9,2017
3123,102.26,2017
3201,40.35,2017
3202,335.84,2017
3204,168.62,2017
3205,57.7,2017
3302,30.73,2017
3401,124.83,2017
3402,133.68,2017
3409,180.22,2017
3501,142.53,2017
3504,0.23,2017
3512,39.06,2017
3513,39.89,2017
3524,325.67,2017
3529,18.48,2017
3551,176.3,2017
3569,94.43,2017
3571,15.94,2017
3577,91.61,2017
3580,33.65,2017
3583,104.45,2017
3591,14.6,2017
3593,14.56,2017
3597,17.22,2017
3598,107.73,2017
3600,9.36,2017
3607,58.06,2017
3608,18.81,2017
3611,108.83,2017
3612,1567.66,2017
8011,62.42,2017
8013,56.87,2017
8016,36.02,2017
8029,39.68,2017
8040,55.98,2017
8107,75.5,2017
8111,136.91,2017
8118,16.34,2017
8127,42.3,2017
8143,51.17,2017
3708,88.22,2017
3861,225.78,2017
3863,239.01,2017
3864,396.62,2017
3865,122.38,2017
3877,151.09,2017
3880,340.03,2017
3891,71.86,2017
3892,47.27,2017
3895,101.47,2017
3896,165.72,2017
3941,223.51,2017
3943,48.69,2017
3944,154.91,2017
3945,345.87,2017
3946,135.82,2017
3947,57.88,2017
3948,31.68,2017
3950,54.02,2017
3951,96.97,2017
3953,48.04,2017
3954,80.66,2017
3955,51.02,2017
3958,0,2017
2930,15.43,2017
3405,42,2017
3407,164.98,2017
3553,76.18,2017
3878,226.06,2017
4004,211.67,2017
4005,372.04,2017
4008,85.73,2017
4021,48.93,2017
4022,199.92,2017
4023,87.27,2017
4025,71.18,2017
4027,36.73,2017
4028,192.37,2017
4031,103.02,2017
4040,0,2017
4041,80.18,2017
4042,93.41,2017
4043,1053.2,2017
4044,61.43,2017
4045,48.69,2017
4046,94.85,2017
4047,109.45,2017
4061,122.08,2017
4063,31.97,2017
4064,157.73,2017
4078,41.02,2017
4080,586.72,2017
4082,32.82,2017
4088,98.99,2017
4091,90.34,2017
4092,108.67,2017
4093,159.54,2017
4094,17.04,2017
4095,37.52,2017
4097,52.55,2017
4098,108.01,2017
4099,42.85,2017
4100,125.69,2017
4102,95.87,2017
4107,18.3,2017
4109,94.98,2017
4112,57.8,2017
4113,138.11,2017
4114,34.83,2017
4116,155.78,2017
4118,83.58,2017
4119,111.66,2017
4120,95.13,2017
4124,33.46,2017
4125,0,2017
4182,80.58,2017
4183,237.53,2017
4186,11.71,2017
4187,30.34,2017
4188,278.14,2017
4189,249.03,2017
4202,50.56,2017
4203,61.66,2017
4204,82.61,2017
4205,81.39,2017
4206,27.21,2017
4208,195.02,2017
4212,36.69,2017
4216,30.09,2017
4218,94.17,2017
4220,54.02,2017
4221,131.14,2017
4222,2028.27,2017
4224,71.78,2017
4228,93.63,2017
4229,25.1,2017
4231,37.73,2017
4234,78.01,2017
4235,63.82,2017
4237,98.54,2017
4238,12.74,2017
4240,11.63,2017
4241,136.73,2017
4242,709.27,2017
4243,67.59,2017
4245,214.19,2017
4246,110.09,2017
4247,16.5,2017
4248,163.18,2017
4249,73.91,2017
4250,0,2017
4251,0,2017
4272,40.29,2017
4274,54.93,2017
4275,56.68,2017
4361,268.12,2017
4362,27.21,2017
4365,20.06,2017
4366,57.2,2017
4367,55.01,2017
4368,21.64,2017
4369,77.51,2017
4401,44.51,2017
4403,53.27,2017
4406,140.14,2017
4409,401.68,2017
4410,56.17,2017
4452,78.67,2017
4461,156.94,2017
4462,21.71,2017
4463,217.42,2017
4464,10.29,2017
4465,80.42,2017
4471,39.6,2017
4531,69.03,2017
4611,155.02,2017
4612,17.97,2017
4613,44.6,2017
4615,127.55,2017
4616,299.59,2017
4617,58.99,2017
4619,79.25,2017
4620,39.11,2017
4623,48.2,2017
4624,27.09,2017
4625,60.49,2017
4626,34.36,2017
4627,25.68,2017
4628,23.17,2017
4629,72.6,2017
4631,144.73,2017
4633,69.44,2017
4634,43.27,2017
4635,114.05,2017
4901,32.8,2017
4911,56.41,2017
4912,81.98,2017
4914,120.15,2017
4917,16.45,2017
4918,95.91,2017
4919,16.13,2017
4920,306.32,2017
4922,54.63,2017
4923,29.84,2017
4925,73.5,2017
4926,26.75,2017
4927,97.05,2017
4928,0.83,2017
4929,21.97,2017
4931,0,2017
4932,0,2017
4933,0,2017
4934,0,2017
4935,0,2017
4936,0,2017
4937,0,2017
4951,50.35,2017
4956,64.68,2017
4957,19.79,2017
4958,25.14,2017
4960,251.22,2017
4966,32.08,2017
4967,73.54,2017
4968,63.54,2017
4970,314.81,2017
4971,27.28,2017
4972,42.22,2017
4973,13.33,2017
4974,7.03,2017
4975,42.43,2017
4976,26.27,2017
4977,92.84,2017
4978,2.84,2017
4979,145.77,2017
4980,75.55,2017
4985,71.51,2017
4990,165.19,2017
4992,116.43,2017
4994,70,2017
4995,227.4,2017
4996,58.09,2017
4997,46.61,2017
4998,230.59,2017
5142,82.54,2017
5208,22.5,2017
6776,350.66,2017
6988,40.6,2017
7871,66.76,2017
7874,45.62,2017
7877,26.65,2017
7886,252.38,2017
7888,115.4,2017
7894,169.11,2017
7908,29.21,2017
7917,48.59,2017
7925,19.29,2017
7927,174.37,2017
7928,15.95,2017
7931,18.74,2017
7940,256.75,2017
7942,78.12,2017
7947,152.75,2017
7950,17.28,2017
7970,36.8,2017
7971,165.11,2017
7988,140.37,2017
7995,50.39,2017
8113,57.07,2017
9385,223.74,2017
9845,100.03,2017
130A,0,2017
2160,0.65,2017
4151,14,2017
4502,71.79,2017
4503,100.52,2017
4506,39.17,2017
4507,23.22,2017
4512,31.02,2017
4516,28.62,2017
4519,20.94,2017
4521,43.61,2017
4523,50.34,2017
4524,49.87,2017
4527,35.12,2017
4528,16.25,2017
4530,17.68,2017
4534,23.52,2017
4536,32.81,2017
4538,111.72,2017
4539,208.25,2017
4540,44.25,2017
4547,17.75,2017
4548,13.72,2017
4549,38.84,2017
4552,30.32,2017
4553,112.89,2017
4554,59.39,2017
4556,76.38,2017
4558,162.61,2017
4559,87.63,2017
4563,17.89,2017
4564,4.41,2017
4565,24.14,2017
4568,43.79,2017
4569,2.47,2017
4570,19.92,2017
4571,27.4,2017
4572,46.73,2017
4574,23.23,2017
4575,4.21,2017
4576,0.92,2017
4577,83.01,2017
4578,3.46,2017
4579,6.12,2017
4582,27.57,2017
4583,4.95,2017
4584,337.7,2017
4586,20.17,2017
4587,16.73,2017
4588,20.1,2017
4591,4.74,2017
4592,18.32,2017
4593,53.32,2017
4594,5.74,2017
4595,113.13,2017
4596,0,2017
4597,20.94,2017
4598,0,2017
4599,0,2017
4880,0,2017
4881,0,2017
4882,0,2017
4883,0,2017
4884,0,2017
4885,0,2017
4888,0,2017
4889,0,2017
4890,0,2017
4891,0,2017
4892,0,2017
4893,0,2017
4894,0,2017
4896,0,2017
3315,169.2,2017
5010,153.51,2017
5011,56.68,2017
5013,41.96,2017
5015,28.24,2017
5017,579.39,2017
5018,89.44,2017
5019,441.72,2017
5020,148.21,2017
5021,849.48,2017
5101,141.54,2017
5103,11.71,2017
5105,202.25,2017
5108,31.34,2017
5110,115.25,2017
5121,44.34,2017
5122,75.54,2017
5161,48.99,2017
5162,160.84,2017
5184,88.84,2017
5185,71.76,2017
5186,26.61,2017
5189,136.76,2017
5191,168.59,2017
5192,61.89,2017
5194,89.56,2017
5195,74.62,2017
5199,231.57,2017
3110,92.18,2017
4026,243.34,2017
5201,99.26,2017
5202,141.68,2017
5204,273.47,2017
5210,70.72,2017
5214,36.69,2017
5216,785.93,2017
5218,38.86,2017
5232,80.13,2017
5233,157.02,2017
5237,72.19,2017
5262,64.63,2017
5268,64.71,2017
5269,98.67,2017
5271,496.96,2017
5273,75.1,2017
5279,151.01,2017
5282,86.53,2017
5284,275.11,2017
5285,253.75,2017
5287,27.3,2017
5288,3.58,2017
5290,0,2017
5301,43.98,2017
5302,38.82,2017
5304,14.02,2017
5310,21.8,2017
5331,90.54,2017
5332,99.72,2017
5333,94.91,2017
5334,51.73,2017
5337,11.28,2017
5341,105.62,2017
5342,92.71,2017
5343,2376.32,2017
5344,13.53,2017
5351,95.28,2017
5352,130.82,2017
5355,170.84,2017
5356,103.06,2017
5357,29.1,2017
5363,46.96,2017
5367,37.64,2017
5368,0,2017
5380,121.94,2017
5381,48.85,2017
5384,13.2,2017
5386,57.01,2017
5388,18.5,2017
5391,275.8,2017
5393,87.5,2017
7943,108.27,2017
5401,165.89,2017
5406,187.23,2017
5408,65.47,2017
5410,82.77,2017
5411,136.21,2017
5423,42.67,2017
5440,18.67,2017
5444,21.85,2017
5445,35.85,2017
5446,44.56,2017
5449,24.46,2017
5451,25.56,2017
5458,294.61,2017
5461,15.51,2017
5463,13.81,2017
5464,41.43,2017
5471,130.47,2017
5476,70.03,2017
5480,242.16,2017
5482,67.26,2017
5484,18.14,2017
5491,235.85,2017
5541,9.33,2017
5542,102.86,2017
5563,33.74,2017
5602,110.13,2017
5603,120.96,2017
5607,54.24,2017
5609,81.58,2017
5612,58.51,2017
5632,81.18,2017
5644,103.1,2017
5658,18.51,2017
5659,38.81,2017
5660,122.39,2017
5695,38.9,2017
5697,88.96,2017
5698,16.1,2017
5699,118.85,2017
7305,56.96,2017
1491,11.81,2017
5702,150.54,2017
5703,174.61,2017
5704,36.16,2017
5706,218.99,2017
5707,153.5,2017
5711,166.37,2017
5713,55.73,2017
5714,114.54,2017
5715,200.88,2017
5721,9.19,2017
5724,116.54,2017
5726,162.86,2017
5727,135.32,2017
5729,69.07,2017
5741,234.05,2017
5742,55.21,2017
5753,94.6,2017
5757,9.34,2017
5801,246.4,2017
5802,72.5,2017
5803,219.95,2017
5805,191.29,2017
5816,104.14,2017
5817,48.87,2017
5819,17.51,2017
5820,109.72,2017
5821,51.49,2017
5851,126.56,2017
5852,92.65,2017
5857,53.5,2017
5858,0,2017
2961,0,2017
2962,0,2017
3420,108.18,2017
3421,31.56,2017
3422,0,2017
3423,154.24,2017
3426,16.54,2017
3431,0.14,2017
3433,28.36,2017
3434,96.95,2017
3435,48.32,2017
3436,134.85,2017
3437,89.05,2017
3439,111.94,2017
3440,20.57,2017
3441,62.5,2017
3442,24.45,2017
3443,25.54,2017
3444,38.5,2017
3445,139.75,2017
3446,132.38,2017
3447,134.2,2017
3448,0,2017
3449,0,2017
3450,0,2017
5900,27.46,2017
5901,52.21,2017
5902,156.07,2017
5903,28.3,2017
5905,160.99,2017
5906,102.79,2017
5909,38.21,2017
5911,24.06,2017
5915,94.93,2017
5918,37.05,2017
5921,23.5,2017
5922,111.09,2017
5923,45.97,2017
5928,26.66,2017
5929,65.59,2017
5930,109.3,2017
5932,188.33,2017
5933,88.71,2017
5936,198.52,2017
5938,39.6,2017
5939,133.77,2017
5940,489.3,2017
5941,67.74,2017
5942,86.91,2017
5943,71.7,2017
5945,9.7,2017
5946,6.01,2017
5947,28.31,2017
5950,145.95,2017
5951,13.88,2017
5952,322.08,2017
5953,347.97,2017
5955,19.53,2017
5956,94.77,2017
5957,42.34,2017
5958,79.53,2017
5959,61.07,2017
5965,151.63,2017
5966,43.51,2017
5967,53.34,2017
5969,119.43,2017
5970,74.26,2017
5971,14.98,2017
5973,26.41,2017
5974,138,2017
5975,62.99,2017
5976,24.24,2017
5979,14.85,2017
5981,264.64,2017
5982,56.39,2017
5983,23.03,2017
5984,22.95,2017
5985,21.87,2017
5986,61.09,2017
5987,70.1,2017
5988,20.75,2017
5989,127.51,2017
5990,45.97,2017
5991,104.87,2017
5992,52.22,2017
5994,134.64,2017
5997,92.4,2017
5998,348.96,2017
7985,231.13,2017
7989,39.33,2017
1301,304.17,2018
1332,269.12,2018
1333,485.95,2018
1375,0,2018
1376,141.8,2018
1377,15.46,2018
1379,68.19,2018
1380,178.85,2018
1381,32.62,2018
1382,79.77,2018
1383,173.89,2018
1384,46.88,2018
1514,55.64,2018
1515,60.32,2018
1605,30.52,2018
1662,23.89,2018
1663,7.27,2018
1401,79.95,2018
1407,126.82,2018
1414,0.24,2018
1417,64.24,2018
1418,117.68,2018
1419,493.87,2018
1420,223.05,2018
1429,132.48,2018
1430,182.15,2018
1431,89.4,2018
1432,212.45,2018
1433,93.4,2018
1434,149.9,2018
1436,59.68,2018
1438,35.08,2018
1443,0,2018
1444,34.69,2018
1445,0,2018
1446,134,2018
1447,0,2018
1449,195.74,2018
144A,0,2018
1450,89.7,2018
1452,0,2018
1711,33.88,2018
1712,44.61,2018
1716,22.06,2018
1718,100.8,2018
1719,222.51,2018
1720,225.14,2018
1721,29.67,2018
1723,53.04,2018
1724,406.47,2018
1726,89.26,2018
1736,71.6,2018
1738,72.14,2018
1743,74.77,2018
1758,42.08,2018
1762,3.68,2018
1764,225.74,2018
1766,157.84,2018
1768,97.4,2018
1770,102.24,2018
1771,65.59,2018
1776,177.69,2018
1777,178.68,2018
1780,58.76,2018
1786,74.8,2018
1787,47.23,2018
1788,40.25,2018
1793,56.2,2018
1795,119.15,2018
1798,217.86,2018
1799,21.74,2018
1801,214.39,2018
1802,205.59,2018
1803,197.73,2018
1807,132.07,2018
1808,131.98,2018
1810,109.93,2018
1811,156.02,2018
1812,312.89,2018
1813,96.35,2018
1814,239.91,2018
1815,271.46,2018
1820,128.38,2018
1821,453.12,2018
1822,143,2018
1826,91.63,2018
1827,212.11,2018
1828,91.45,2018
1832,72.31,2018
1833,90.7,2018
1835,80.27,2018
1840,3.59,2018
1841,27.82,2018
1844,89,2018
1847,255.69,2018
1848,192.93,2018
1850,282.17,2018
1852,222.61,2018
1853,186.72,2018
1860,136.33,2018
1861,289.29,2018
1866,88.61,2018
1867,137.92,2018
1869,98.93,2018
1870,135.84,2018
1871,205.02,2018
1873,106.5,2018
1879,82.9,2018
1882,119.96,2018
1884,79.05,2018
1885,191.82,2018
1887,159.45,2018
1888,183.91,2018
1890,221.22,2018
1892,338.71,2018
1893,307.68,2018
1897,18.56,2018
1898,142.61,2018
1899,116.8,2018
1904,88.18,2018
1905,54.2,2018
1911,158.71,2018
1914,27.42,2018
1921,91.22,2018
1925,129.57,2018
1926,62.89,2018
1928,93.86,2018
1929,100.64,2018
1930,54.21,2018
1934,72.4,2018
1938,70.24,2018
1939,61.8,2018
1941,20.18,2018
1942,93.09,2018
1944,37.63,2018
1945,41.38,2018
1946,124.36,2018
1948,105.32,2018
1949,85.29,2018
1950,65.3,2018
1951,80.67,2018
1952,113.57,2018
1959,117.94,2018
1960,28.61,2018
1961,96.56,2018
1963,58.46,2018
1964,85.92,2018
1965,67.82,2018
1966,202.92,2018
1967,52.24,2018
1968,46.91,2018
1969,106.63,2018
1972,92.72,2018
1975,159.24,2018
1976,34.19,2018
1979,62.72,2018
1980,104.13,2018
1981,71.85,2018
1982,64.58,2018
1992,95.6,2018
1994,57.09,2018
1997,115.72,2018
1999,140.76,2018
3267,80.94,2018
5070,0,2018
5071,0,2018
5072,0,2018
5074,0,2018
5075,0,2018
5077,0,2018
5078,0,2018
5079,0,2018
6330,600.07,2018
6366,234.25,2018
6379,84.94,2018
2001,57.07,2018
2002,11.77,2018
2003,44.61,2018
2004,112.83,2018
2009,23.82,2018
2053,61.78,2018
2055,60.06,2018
2058,90.47,2018
